key_name,key_mode,key_strength,num_key_signature_changes,most_frequent_key_signature,average_pitch,median_pitch,std_dev_pitch,pitch_range,unique_pitch_classes,pitch_entropy,average_melodic_interval,note_density,rhythmic_variance,rest_proportion,chord_diversity,most_common_chord,consonance_ratio,num_instruments,instrument_diversity,most_common_instrument,average_tempo,min_tempo,max_tempo,tempo_variability,time_signature_changes,most_frequent_time_signature,measure_count,total_duration,composer
E-,major,0.8476878022066013,6,-3,61.42989214175655,63.0,12.17938975528622,60.0,12,3.25259744775605,-0.009556103575832305,2.561777777777778,0.4214683600122844,0.17279666897987508,20,Minor Third,0.061855670103092786,2,2,Left,226.84782608695653,184.0,240.0,13.227059536032725,2,3/4,0,1125.0,Beethoven
E-,major,0.9552411839835521,2,-3,63.63870967741936,63.0,12.439096351758407,62.0,12,3.226562402715207,-0.0033460803059273425,5.517647058823529,0.05631359397549647,0.153091684434968,53,Minor Second,0.07275320970042796,2,2,Left,62.10526315789474,40.0,70.0,6.007843442158323,4,1/4,0,425.0,Beethoven
C,minor,0.9124970025392745,2,-3,61.23952702702703,60.0,11.793682105862205,59.0,12,3.2560518386408206,-0.004055424129773572,2.0203908241291417,0.4934435989314766,0.16736753574432295,28,Perfect Octave,0.18181818181818182,2,2,Left,197.88888888888889,172.0,210.0,11.064903920298274,2,3/4,0,1177.0,Beethoven
A-,major,0.9381024953392944,2,-4,63.50361881785283,63.0,11.446168081228018,62.0,12,3.1298024685712127,-0.0024140012070006035,4.328227571115974,0.11336061977789956,0.3690596562184024,64,Perfect Octave,0.021505376344086023,2,2,Left,43.416666666666664,34.0,48.0,4.071411166768702,10,2/4,0,228.5,Beethoven
F,major,0.8918314563062739,6,-1,64.29388888888889,64.0,12.846173939214088,60.0,12,3.2800501570044833,-0.0011114198388441233,4.025830258302583,0.0703340569719836,0.3065994500458295,32,Perfect Octave,0.1073943661971831,2,2,Left,91.03703703703704,60.0,100.0,8.66872403563729,4,1/4,0,542.0,Beethoven
F,minor,0.8418918796461997,6,-4,62.621468926553675,63.0,11.224993013354196,57.0,12,3.2613332616443684,-0.0043969849246231155,1.7125193199381763,0.4673841437885284,0.157942238267148,30,enharmonic equivalent to diminished triad,0.0223463687150838,2,2,Left,186.4814814814815,120.0,210.0,26.936647720119243,4,1/4,0,647.0,Beethoven
F,major,0.9408445199176075,2,-1,64.68100825727944,64.0,12.988944251840481,60.0,12,3.31577999278235,0.007391304347826087,5.03013698630137,0.11082936109568495,0.02559912854030501,26,Minor Third,0.09401709401709402,2,2,Left,148.9090909090909,90.0,166.0,21.542577483395508,4,1/4,0,365.0,Beethoven
D,minor,0.8819655885795639,2,-1,61.50210378681627,61.0,11.348010609912759,59.0,12,3.387681104309291,0.0023386342376052385,3738/797,0.1197518343700743,0.33226324237560195,54,Minor Third,0.11166666666666666,2,2,Left,34.375,20.0,40.0,4.459082132181292,2,3/8,0,797/3,Beethoven
A-,major,0.8387343996390524,2,-4,56.93084786530367,56.0,9.275791998559862,60.0,12,3.1987889641511678,-0.0024067388688327317,5.6466666666666665,0.09969359644684225,0.3400236127508855,56,Minor Third,0.06132075471698113,2,2,Left,36.0,23.0,61.0,6.3358391032961965,2,2/4,0,150.0,Beethoven
C,minor,0.9181332457623697,2,-3,64.63365933170334,65.0,11.867161716100803,60.0,12,3.2415870607392803,-0.0077456176110884635,2.406779661016949,0.4092587158754945,0.11032863849765258,34,Perfect Octave,0.11538461538461539,2,2,Left,182.775,150.0,200.0,13.474953617730934,4,2/4,0,885.0,Beethoven
E,major,0.774260338099877,6,4,60.04347826086956,60.0,12.831012178989019,60.0,12,3.291550690323494,-0.017070484581497798,2.762589928057554,0.49685254509066973,0.099609375,20,Perfect Octave,0.011494252873563218,2,2,Left,128.03571428571428,80.0,150.0,17.542768438584485,4,2/4,0,556.0,Beethoven
E,major,0.8624161088996715,2,4,61.302850691504375,60.0,12.049058169345848,65.0,12,3.239816406961082,0.001411631846414455,2.6955555555555555,0.49023035689891514,0.14756801319043694,37,Perfect Octave,0.08937823834196891,2,2,Left,129.61764705882354,90.0,150.0,11.31634607907141,2,4/4,0,900.0,Beethoven
B-,major,0.9545474841267048,6,-2,61.39251700680272,62.0,9.520136828286798,45.0,12,2.991622225440198,-0.016337644656228726,9.228571428571428,0.08031625181983001,0.41563467492260064,12,Major Second,0.0,6,6,2e clarinette,40.0,40.0,40.0,0.0,6,2/4,0,140.0,Beethoven
E-,major,0.9479787892363418,6,-3,63.52128851540616,63.0,9.844062637350262,50.0,12,2.8563688338066755,-0.005603810591202018,6.447463768115942,0.20481116109165534,0.6226468109019387,2,Major Second,0.0,6,6,2e clarinette,133.55555555555554,116.0,145.0,10.833190882254318,6,4/4,0,552.0,Beethoven
F,major,0.9386885056926487,4,-1,65.31523085087564,66.0,11.51977248384523,57.0,12,3.31781390119342,-0.0021231422505307855,6.384114583333333,0.09005983039026286,0.5243728329594126,20,Major Second,0.0027063599458728013,4,4,Viola,139.94244604316546,110.0,150.0,8.508793406817116,4,2/4,0,768.0,Beethoven
F,minor,0.9216538482214762,4,-4,61.293798916315474,61.0,12.580974955947022,60.0,12,3.3861655204516663,0.0,5.287581699346405,0.516399940796994,0.20055624227441285,14,Major Third,0.0,4,4,Viola,129.18939393939394,80.0,140.0,9.475752609237876,4,4/4,0,612.0,Beethoven
F,minor,0.8012201705112831,8,-4,64.57892030848329,64.0,11.832749111406656,60.0,12,3.316126190157495,0.0,6.069727891156463,0.1507924646254511,0.18380498739142617,23,Minor Third,0.0,4,4,Viola,122.72413793103448,24.0,300.0,74.07540266126975,12,4/8,0,588.0,Beethoven
A-,major,0.9124267707181458,30,-4,64.13479283517279,63.0,12.19022215028999,60.0,12,3.2110523928721495,-0.004343105320304018,6.329971181556196,0.3208995340333436,0.3016162076030048,29,Major Second,0.0,6,6,Violin2,41.64840182648402,24.0,239.0,14.025730910823425,18,6/4,0,694.0,Beethoven
E-,major,0.9364335007784101,12,-3,66.50505689001264,68.0,11.896292795070359,63.0,12,3.2337714340896393,-0.000632211158526948,4.562770562770563,0.28595347743062677,0.3698292220113852,30,unison,0.010250569476082005,4,4,Viola,180.6164383561644,56.0,240.0,71.32131233224852,8,2/2,0,1155.0,Beethoven
C#,major,0.9282045884217026,21,-5,63.29463307776561,63.0,12.990275396477204,58.0,12,3.2728210461738065,-0.0024650780608052587,8.402777777777779,0.07567863913363908,0.5236363636363637,29,Major Second,0.0,7,7,Violin2,58.661458333333336,48.0,64.0,4.186408310226148,7,4/4,0,360.0,Beethoven
G,major,0.9298039939382688,12,1,65.28515433610976,67.0,13.422250391567227,55.0,12,3.0110399952706968,-0.003431372549019608,7.53932584269663,0.06787645702832236,0.18579234972677597,7,Minor Third,0.0,4,4,Viola,85.41558441558442,60.0,90.0,4.770990937801947,4,3/8,0,267.0,Beethoven
A,minor,0.8855729839380118,25,0,64.6987974804352,65.0,11.513891975446104,59.0,12,3.3343538792976366,0.0,4.840566037735849,0.5738395933048026,0.2841551354511791,13,Perfect Octave,0.018867924528301886,5,5,Violin2,106.75394321766562,32.0,168.0,17.96656617787342,5,4/4,0,1060.0,Beethoven
C,major,0.8967237811697636,30,0,65.98682003354901,67.0,12.86630803157031,57.0,12,3.2055135049724615,-0.0019175455417066154,5.0638297872340425,0.3963865263752525,0.5371428571428571,34,Major Second,0.0014245014245014246,6,6,Violin2,39.4828897338403,24.0,239.0,15.161447130861546,30,4/4,0,587.5,Beethoven
F,major,0.9240786954942909,15,-1,64.71085027197252,65.0,11.97858044894774,60.0,12,3.2516298763936615,0.0,6.844387755102041,0.08397316089528911,0.6943719716734998,29,Major Second,0.0,5,5,Violin2,58.636986301369866,46.0,64.0,4.3208322019745875,5,2/4,0,392.0,Beethoven
F,major,0.8325784198824445,20,-1,63.03704561241028,65.0,13.38939039353344,60.0,12,3.3779898512949473,0.0,3.5647163120567376,0.18670526119370445,0.6906242228301418,10,Major Sixth,0.0,5,5,Violin2,278.0,160.0,300.0,23.02715787933891,5,3/4,0,1128.0,Beethoven
C#,major,0.9615139476981819,12,-5,62.17502458210423,61.0,12.029169955466095,58.0,12,3.157663224363316,0.0,5.857142857142857,0.2190098887989239,0.19004065040650406,12,Perfect Octave,0.0,4,4,Viola,26.59223300970874,12.0,31.0,3.104762684062544,4,6/8,0,168.0,Beethoven
C,major,0.8683456665981477,12,0,64.17156439066551,65.0,11.275310315194659,53.0,12,3.109616593809109,-0.005188067444876783,7.124567474048443,0.12069845472961827,0.23943661971830985,19,Major Second,0.0,4,4,Viola,49.09649122807018,24.0,239.0,31.22582413566818,12,3/4,0,289.0,Beethoven
G,major,0.8650927240480064,4,1,63.19598906107566,62.0,10.836182273487175,55.0,12,3.291344824098363,-0.0027353544563483018,4.91764705882353,0.20457816645427218,0.46172248803827753,11,Major Second,0.004830917874396135,4,4,Viola,147.28099173553719,80.0,160.0,12.457679194668927,4,2/4,0,850.0,Beethoven
A,major,0.9234721633827749,4,3,65.33537302894798,64.0,11.796672062173663,59.0,12,3.2362202977021317,0.0011770244821092278,4.56318082788671,0.22957012401275195,0.5664836476486035,10,Major Second,0.05263157894736842,4,4,Viola,133.40972222222223,100.0,144.0,9.14953944988827,4,3/4,0,918.0,Beethoven
A,major,0.9586334261786665,4,3,65.74345794392524,67.0,11.702307433048283,51.0,12,3.0203633137292676,0.0,2.5901234567901232,0.5053760894134588,0.4466158245948522,6,Perfect Octave,0.0,4,4,Viola,152.02777777777777,120.0,160.0,6.986042080507195,4,3/4,0,810.0,Beethoven
D,major,0.9232966730909293,5,2,67.1988971287317,69.0,12.073001263092776,57.0,12,2.995286449476102,-0.002282236591860023,7.86810922205049,0.10545297864196987,0.26925091671031953,19,Major Second,0.0,5,5,Violin2,50.45522388059702,30.0,239.0,17.22702479126424,5,2/4,0,485.25,Beethoven
A,major,0.9189074459175837,5,3,66.6680610750889,68.0,11.477542916885348,58.0,12,3.264131204900915,0.0,2.9312039312039313,0.7874670813829314,0.6037300922045264,4,Major Sixth,0.0,5,5,Violin2,240.31428571428572,160.0,272.0,25.235203787647162,5,2/2,0,1628.0,Beethoven
E-,major,0.9187486439451342,8,-3,65.52637021716649,66.0,11.253085412103722,60.0,12,3.2380890869589987,-0.006207966890843249,9.075,0.037839024479707266,0.796831955922865,35,Major Second,0.015060240963855422,8,8,Violin2,17.38532110091743,13.0,20.0,1.9199974048182669,8,4/8,0,160.0,Beethoven
B-,major,0.9535183547121413,8,-2,64.93571120379693,65.0,12.21092177170143,60.0,12,3.4447536350304278,0.0034522439585730723,8.484094052558783,0.06203980866589282,0.5966742745353766,20,Perfect Octave,0.0,8,8,Violin2,84.62176165803109,67.0,90.0,4.950212535886414,8,3/8,0,723.0,Beethoven
E,major,0.953085496432677,4,4,63.33422192602466,64.0,12.69465269580241,61.0,12,3.28783872319788,-0.0026666666666666666,4.4765625,0.5884644788882245,0.1636998254799302,12,Major Sixth,0.0,4,4,Viola,54.289256198347104,40.0,60.0,5.1304278115381114,4,4/4,0,640.0,Beethoven
E-,major,0.9289882210745135,5,-3,61.561259143155695,62.0,13.559715780224629,60.0,12,3.098685412043049,-0.00418027433050294,4.068556361239288,0.25182505143124484,0.5353208036292936,47,Perfect Octave,0.1161524500907441,5,5,Staff-3,128.48,22.0,160.0,37.74841630232099,10,3/4,0,1517.0,Beethoven
A-,major,0.9312196176187834,5,-4,59.97292907417434,60.0,12.861905459478777,62.0,12,3.2164938901535343,-0.006498781478472786,5.132183908045977,0.21949565171309726,0.47704367301231804,40,Perfect Octave,0.0158311345646438,5,5,Staff-3,51.675,30.0,56.0,5.414736835710485,5,9/8,0,522.0,Beethoven
E-,major,0.863395884831047,5,-3,60.680178173719376,62.0,13.152868003465395,52.0,11,2.8762906480201287,-0.0071301247771836,4.417322834645669,0.11788805711160766,0.5918003565062389,19,Perfect Octave,0.02766798418972332,5,5,Staff-3,104.89795918367346,90.0,110.0,4.0418469104251855,5,3/4,0,381.0,Beethoven
D,major,0.8989814867441954,8,2,65.30672332675671,66.0,12.930820472783276,64.0,12,3.319215191905797,0.0025804493017607772,3.581104154809334,0.3071941703970694,0.44712862894681077,59,Perfect Octave,0.06714285714285714,2,2,Piano,126.69642943305186,84.0,138.0,6.3268605335699215,6,4/4,0,1317.75,Beethoven
G,major,0.9481253288725155,4,1,68.07584160969947,69.0,12.277622892032058,66.0,12,3.3328892294809447,0.0,5.137510879025239,0.17285951580531597,0.2244621378959851,33,Major Second,0.03046594982078853,4,4,Piano Right,97.14779874213836,66.0,110.0,8.082914167784537,4,3/4,0,1149.0,Beethoven
E-,major,0.9502526787536559,3,-3,56.94700315457413,58.0,11.4470815992021,59.0,12,3.1223887035793285,0.0,6.095588235294118,0.07099361391742016,0.26658624849215923,45,Perfect Octave,0.0546875,3,3,Piano Right,22.07792207792208,17.0,24.0,1.649606279402765,3,4/8,0,136.0,Beethoven
G,minor,0.8132723950367101,12,-2,64.3308223477715,65.0,12.543875455346702,63.0,12,3.2311076085669685,0.0037688442211055275,3.037593984962406,0.13140643040170033,0.5107260726072608,17,Perfect Octave,0.07058823529411765,3,3,Piano Right,188.62962962962962,140.0,239.0,13.319849148706876,3,3/4,0,399.0,Beethoven
G,major,0.8580556631255103,15,1,64.51320887636491,66.0,12.351880503735517,67.0,12,3.308766762910027,0.0,5.963800904977376,0.07087254281313451,0.15326251896813353,47,Perfect Octave,0.10506208213944604,3,3,Piano Right,86.90588235294118,23.0,220.0,33.630036829635344,9,2/4,0,663.0,Beethoven
A,major,0.8911891030938781,6,3,65.70132013201321,66.0,12.526285165180845,61.0,12,3.24263665274578,0.005612413337735226,6885/3193,0.3383886011974898,0.657516339869281,40,Perfect Octave,0.11928429423459244,2,2,Piano,186.26209668025626,140.0,204.0,10.619297245885766,2,3/4,0,3193/3,Beethoven
C,major,0.9106124022364053,2,0,62.98358092259578,62.0,13.942909822673363,60.0,12,3.287938062639903,-0.007430582714118107,5.431870669745958,0.118656428640524,0.5187074829931972,68,Perfect Octave,0.12734584450402145,2,2,Piano,34.980761316872425,20.0,44.0,2.7739306513557707,2,3/4,0,216.5,Beethoven
E-,major,0.9336506201807723,2,-3,63.906769735301005,65.0,13.716270364046249,61.0,12,3.268794338217631,0.0011715089034676663,5.32437275985663,0.04464120195058116,0.4008751262201279,115,Perfect Octave,0.03524804177545692,2,2,Piano,126.7734638720353,77.0,141.0,5.036232057878915,2,2/4,0,558.0,Beethoven
A,major,0.8923156388122158,2,3,65.5068813295248,66.0,12.0234835530363,55.0,12,3.122876206871534,0.0,4.225589225589226,0.06552519889454901,0.5984063745019921,75,Major Second,0.11270983213429256,2,2,Piano,86.8202776322682,30.0,100.0,5.0496666877983225,2,2/4,0,594.0,Beethoven
A,minor,0.8931246207836415,10,0,64.51675702316412,67.0,12.550944589328035,63.0,12,3.2933763355959815,-0.007641114123736751,2.2205607476635514,0.44338353292242144,0.48282828282828283,47,Perfect Octave,0.10751104565537556,2,2,Piano,226.16852027382834,60.0,252.0,32.393079556118145,2,2/2,0,1337.5,Beethoven
A-,major,0.9677931204730406,0,,61.78482092097783,63.0,12.890231784229476,63.0,12,3.123352956894949,0.004833665055444982,5.258474576271187,0.1200400922274738,0.6724415793714746,46,Perfect Octave,0.042725173210161664,6,6,Ludwig Van Beethoven,56.1063829787234,32.0,120.0,11.407787639680654,6,4/4,0,472.0,Beethoven
C,major,0.934010656014999,0,,65.36637047163363,67.0,13.133746649143397,60.0,12,2.9838899741793954,0.002735042735042735,3.8741610738255035,0.04229863094742671,0.8921611087050672,14,Perfect Octave,0.2695035460992908,5,5,Ludwig Van Beethoven,147.14285714285714,120.0,180.0,24.327694808466287,5,4/4,0,596.0,Beethoven
C,minor,0.8975191703954376,0,,62.56050583657588,62.0,14.206839084994625,63.0,12,3.2827506835177607,0.0,25074/7955,0.2536946807188164,0.875568317779373,36,Perfect Octave,0.11852861035422343,4,4,Ludwig Van Beethoven,223.02083333333334,120.0,270.0,30.375078589290194,4,4/4,0,7955/6,Beethoven
G,major,0.8690759925585265,3,1,61.968030478714596,62.0,13.056006507626329,61.0,12,3.2862761054516576,0.0,5.711711711711712,0.13597529105892572,0.236198738170347,20,Minor Second,0.1401098901098901,3,3,Piano Right,140.93827160493828,100.0,154.0,11.491645574081408,3,3/4,0,888.0,Beethoven
E-,major,0.904900658444416,3,-3,62.21307353865493,63.0,11.261470667857482,60.0,12,3.0808053792996626,0.0,4.127303182579564,0.23189010015324066,0.24147727272727273,30,Minor Third,0.08885017421602788,3,3,Piano Right,75.73267326732673,50.0,239.0,17.755708098562685,3,3/4,0,597.0,Beethoven
G,major,0.8681103477167618,3,1,62.49420654911839,62.0,13.335719035889623,60.0,12,3.08695207719153,0.0,7.399122807017544,0.07060062651576159,0.16893894487255484,22,Minor Third,0.1111111111111111,3,3,Piano Right,136.42253521126761,108.0,144.0,6.52549058504575,3,2/4,0,456.0,Beethoven
E-,major,0.904900658444416,3,-3,62.21307353865493,63.0,11.261470667857482,60.0,12,3.0808053792996626,0.0,4.127303182579564,0.23189010015324066,0.24147727272727273,30,Minor Third,0.08885017421602788,3,3,Piano Right,75.73267326732673,50.0,239.0,17.755708098562685,3,3/4,0,597.0,Beethoven
G,major,0.8681103477167618,3,1,62.49420654911839,62.0,13.335719035889623,60.0,12,3.08695207719153,0.0,7.399122807017544,0.07060062651576159,0.16893894487255484,22,Minor Third,0.1111111111111111,3,3,Piano Right,136.42253521126761,108.0,144.0,6.52549058504575,3,2/4,0,456.0,Beethoven
,,0.0,6,-4,60.77574872169467,61.0,12.467053875249993,57.0,12,3.4149316846714353,-0.0017048222113979542,3117/1076,0.24361396294179988,0.5789220404234842,97,Perfect Octave,0.1,2,2,No. 1,120.0,120.0,120.0,0.0,2,3/4,0,2152/3,Brahms
,,0.0,2,-4,60.56952380952381,61.0,12.578190677741516,65.0,12,3.0071520350436223,-0.004573170731707317,3.2386655260906756,0.17520246478245655,0.36344426835710514,46,Perfect Octave,0.02044989775051125,2,2,grazioso,130.0,120.0,140.0,10.0,2,3/4,0,584.5,Brahms
,,0.0,2,-1,62.54581336340569,64.0,11.7586780043288,69.0,12,3.2001944744662936,-0.004794134235758601,2.4966216216216215,0.3238392388328119,0.5557059088858818,61,Perfect Octave,0.11853720050441362,2,2,Opus 20,180.0,120.0,240.0,60.0,2,2/2,0,888.0,Brahms
E-,major,0.7510345645356,20,-6,61.62314838061762,63.0,11.69356571865472,68.0,12,3.4080885077027863,-0.004269211451531894,3.9827700463883366,0.3955079489444061,0.4615640599001664,44,Perfect Octave,0.0267639902676399,4,4,http://redrival.com/fpo/archives,92.73913043478261,30.0,128.0,24.301042008978076,20,2/4,0,754.5,Brahms
E-,minor,0.8301705824088114,6,-3,61.98701842546064,64.0,13.559697982188604,70.0,12,3.407798625304945,-0.003350551444925311,2.4037672059888915,0.6346289879396216,0.8569419328912999,42,Perfect Octave,0.06681639528354857,4,4,DavidRMD@usa.net,175.7741935483871,63.0,312.0,63.58139800866864,4,3/4,0,2070.5,Brahms
E-,minor,0.8995615270657833,4,-6,59.66868592730662,62.0,15.899313842397321,74.0,12,3.3846252855188776,-0.012587412587412588,2103/397,0.2110555422432767,0.4450784593437946,34,Perfect Octave,0.045454545454545456,4,4,DavidRMD@usa.net,39.78947368421053,37.0,44.0,1.8518539037641242,12,6/8,0,794/3,Brahms
B-,major,0.7220828472554425,4,-3,63.771574365901245,65.0,14.955104839691248,75.0,12,3.307582840265753,-0.0004503152206544581,59304/14107,0.3763488282617923,0.8619991906110887,46,Perfect Octave,0.058970099667774084,4,4,Sequenced by David Rothschild,158.5,78.0,180.0,28.129166358070407,4,6/8,0,14107/12,Brahms
G,minor,0.857315558604647,36,-2,63.39746009953664,65.0,13.3125455346925,74.0,12,3.4438698539899195,-0.0026602591607311423,6.266,0.2626577595493099,0.3249281838493457,47,Perfect Octave,0.03898840885142255,6,6,Staff-5,114.06451612903226,60.0,132.0,15.66985082142995,6,4/4,0,1500.0,Brahms
C,minor,0.746209514423483,24,-3,60.993030521509255,62.0,13.123842097767842,68.0,12,3.3945219896390086,0.004326403076553299,4.736049298185553,0.27535654446926594,0.594188231892439,38,Major Sixth,0.0421792618629174,6,6,Staff-5,144.5625,30.0,180.0,32.2150367646849,6,9/8,0,1460.5,Brahms
C,minor,0.9042385448899022,30,-3,62.40518518518518,63.0,13.860059778531689,75.0,12,3.3007671539257957,-0.0038276330411161873,7.633426966292135,0.13609937765424698,0.32088316467341305,56,Perfect Octave,0.035580524344569285,6,6,Staff-5,63.266666666666666,40.0,90.0,14.212514047681907,6,3/4,0,712.0,Brahms
G,minor,0.8175789930892866,18,-2,65.39674582233948,67.0,14.102742984362123,77.0,12,3.278061231200576,-0.0016712111883191135,8.95120698510529,0.04539897564920481,0.47257287124168007,56,Perfect Octave,0.0959673302705462,6,6,Staff-5,108.44117647058823,30.0,160.0,27.533606392350023,6,2/4,0,973.5,Brahms
D,minor,0.8932513587992246,0,,63.15479410880673,64.0,11.336192124729452,62.0,12,3.4795119797167184,0.0,4.025078369905956,0.6149807174584253,0.3579439252336449,17,Major Sixth,0.15816326530612246,9,9,Cello,200.0,200.0,200.0,0.0,9,3/4,0,1595.0,Brahms
D,major,0.9066813163051913,0,,65.90378696641241,66.0,11.577246096041984,61.0,12,3.1829756944321934,0.0006691648822269807,9.502638522427441,0.23539249015782598,0.3995557406636124,19,Perfect Fifth,0.015384615384615385,9,9,A Clarinet 1,140.0,140.0,140.0,0.0,9,2/4,0,758.0,Brahms
A-,major,0.8653619259456878,5,-4,61.28358208955224,62.0,10.47472070195406,58.0,12,3.3495648540290084,-0.005780346820809248,6.789115646258503,0.0866898623427017,0.35120240480961923,13,Perfect Octave,0.039473684210526314,5,5,Staff-3,40.048780487804876,20.0,48.0,5.746478113411027,5,3/4,0,294.0,Brahms
C,minor,0.8231638576077441,15,-3,64.85369422092172,65.0,11.887592442034814,56.0,12,3.4225158760375782,-0.012926829268292682,3.97,0.26608093842990804,0.4221662468513854,17,Perfect Octave,0.007692307692307693,5,5,Staff-3,169.65822784810126,100.0,204.0,12.774466300575572,5,4/4,0,1000.0,Brahms
F,major,0.8730432771395497,7,-2,61.67188143268835,62.0,11.63720113197431,60.0,12,3.336632726662438,-0.0004117344312918168,5.427777777777778,0.2721584109550177,0.49402934152166494,36,Perfect Octave,0.04380475594493116,7,7,Viola 2,136.13675213675214,80.0,148.0,10.376589350330937,7,3/4,0,1620.0,Brahms
B-,major,0.9158555889814692,7,-2,64.63011081390906,65.0,11.588834626020372,58.0,12,3.305430443157668,0.0021656050955414013,7.048780487804878,0.11223399491012784,0.5298269896193771,27,Major Second,0.0064516129032258064,7,7,Viola 2,115.8360655737705,100.0,136.0,7.2092388990722736,7,2/4,0,1025.0,Brahms
G,major,0.9206134186644777,7,1,64.9946772366931,66.0,11.820183277347835,61.0,12,3.2260807632465056,-0.0037376826367652057,8.341654429760156,0.13855339258931976,0.2810702969135078,20,Perfect Octave,0.057971014492753624,7,7,Violoncello II,104.81188118811882,60.0,125.0,9.395293609338971,7,9/8,0,1021.5,Brahms
E,minor,0.8014454933650837,15,1,60.67948516716371,62.0,14.572975230910561,68.0,12,3.4614518796158587,0.0,2.745909849749583,0.4212685216026422,0.20525291828793774,66,Perfect Octave,0.08200836820083682,3,3,Cello,110.0,110.0,110.0,0.0,3,4/4,0,1497.5,Brahms
A,minor,0.8689310755968908,0,,66.64745677774994,66.0,13.11958539144707,64.0,12,3.399376172556597,-0.011027568922305764,4.634992458521871,0.08854971853675798,0.489749430523918,29,unison,0.07407407407407407,2,2,Piano,120.0,120.0,120.0,0.0,33,1/4,0,663.0,Brahms
F,minor,0.8538410392118195,20,-4,64.23331740723044,64.0,11.309183233894771,75.0,12,3.390049697009513,-0.003026441541892322,4.415300546448087,0.21631891579967236,0.5105760576057605,61,major triad,0.19581589958158996,4,4,L Bass,112.19497453310696,92.0,138.0,11.285246970842056,4,4/4,0,1006.5,Schubert
A-,major,0.8702540574836286,14,-5,60.761209964412814,63.0,13.928934679715704,68.0,12,3.1177363658603734,-0.006763972944108224,2.6247464503042597,0.6761397550659377,0.145801133436373,44,Perfect Octave,0.011538461538461539,2,2,L Bass,104.65902644230769,48.0,132.0,17.08899327753643,2,3/4,0,739.5,Schubert
B-,major,0.8870765628060211,12,-2,64.3786483533635,63.0,13.160375129886976,72.0,12,3.348572383734003,-0.002497658445207618,4.7094907407407405,0.14618206003912518,0.36200540673384124,48,Perfect Octave,0.10853658536585366,3,3,L Bass,77.38904661016949,12.0,92.0,10.142591546836691,3,4/4,0,864.0,Schubert
A-,major,0.7973052985227836,12,-4,67.18928847641145,66.0,14.793040462645433,72.0,12,3.3346725352100854,-0.008508992457938503,3.9757709251101323,0.10663742690058656,0.7470914127423822,47,Minor Third,0.07038391224862889,4,4,L Bass,98.31073333333333,24.0,150.0,21.068197457990774,4,3/8,0,908.0,Schubert
F,major,0.9260761668021346,0,,62.83017724587184,63.0,12.728604218555018,76.0,12,3.434539405453897,0.0,9.138211382113822,0.12551822250583622,0.6506524317912218,45,unison,0.009697661152310326,5,5,Cello,49.43180904522613,28.05,120.0,8.078147502931238,25,4/4,0,369.0,Schubert
A,minor,0.8248347393943767,0,,67.97654734614706,69.0,13.355929925905127,67.0,12,3.3121535623662783,-0.008465608465608466,2.9133663366336635,0.5088237563463665,0.7335032568677429,22,Perfect Octave,0.22058823529411764,5,5,Cello,226.9044736842105,32.06,308.6,49.35374006148192,15,4/4,0,1212.0,Schubert
D,major,0.800212828287249,0,,65.61117593673019,66.0,13.678367820215518,74.0,12,3.2316580408418236,0.002204356846473029,9.112582781456954,0.06526712881000844,0.5266472868217055,66,Minor Third,0.06634563937934725,5,5,Cello,62.40310344827586,36.07,120.0,12.491954496803853,75,3/4,0,453.0,Schubert
D,major,0.8692527117379063,0,,64.21766561514195,65.0,14.128468646336596,76.0,12,3.314690664142404,0.0006067224851352991,5.0754039497307,0.20120868386405977,0.4932790944464096,41,Perfect Octave,0.08891671884783969,5,5,Cello,139.6304255319149,80.16,160.31,14.219951982808897,25,2/4,0,1114.0,Schubert
D,major,0.9356113521703233,4,2,60.953216374269005,61.0,10.277971598581713,55.0,12,3.0836780626148337,-0.008778346744696415,4.071111111111111,0.2951024971316966,0.4093886462882096,25,Major Third,0.25245901639344265,4,4,Instrument17,68.6,54.0,80.0,8.788629017087933,4,3/4,0,225.0,Schubert
E,minor,0.7778163942902804,12,3,66.9470310391363,66.0,13.3963341697634,68.0,12,3.254484824287899,-0.01619979750253122,2.2024202420242025,0.4484255754235784,0.6393606393606394,20,major triad,0.4301270417422868,4,4,Instrument17,178.5,159.0,198.0,19.5,16,3/4,0,909.0,Schubert
A,major,0.9538411372554083,4,3,65.39241597242172,64.0,12.931036664406411,71.0,12,3.308851539302173,-0.0005746300818847866,3.674404015056462,0.24252616094910906,0.3004951340276592,29,Perfect Octave,0.14575411913814956,4,4,Instrument17,130.42105263157896,112.0,180.0,15.670004163079028,12,4/4,0,1594.0,Schubert
F,major,0.9212736740338131,4,-1,64.45544554455445,65.0,14.680648301425833,69.0,12,3.374807641795332,-0.009146341463414634,3.0377358490566038,0.4983604027622371,0.45590062111801244,36,Perfect Octave,0.04788732394366197,4,4,Instrument17,96.97142857142858,82.0,108.0,7.625092839849659,12,4/4,0,265.0,Schubert
A,minor,0.9265149152310171,4,0,64.29907084785134,66.0,13.070566505573881,75.0,12,3.45799914394748,-0.0069706651176299735,3.4053398058252426,0.3675477683090501,0.3374910905203136,21,Perfect Octave,0.259946949602122,4,4,Instrument17,155.69565217391303,116.0,188.0,20.750976472799277,36,3/4,0,824.0,Schubert
